matricula,nombre,apellidos,f_nacimiento,sexo,egreso,area,estado_laboral,sueldo
5057438,Nombre 603,Apellido 603,30/07/2003,H,21/02/2024,ingeniería,1,20137.33
5771944,Nombre 604,Apellido 604,27/05/2000,M,17/06/2019,ciencias sociales,0,
1848152,Nombre 605,Apellido 605,04/11/1975,H,06/12/2022,humanidades,1,20139.79
2731277,Nombre 606,Apellido 606,18/03/1997,H,11/09/2017,ciencias sociales,0,
8792889,Nombre 607,Apellido 607,14/04/1983,H,20/10/2002,ciencias sociales,1,20140.75
3321572,Nombre 608,Apellido 608,16/04/1977,H,09/02/2010,ciencias sociales,1,20148.04
8302483,Nombre 609,Apellido 609,25/03/2005,H,28/10/2026,humanidades,1,20162.2
9300019,Nombre 610,Apellido 610,25/10/1989,M,11/01/2011,ciencias sociales,1,20176.3
3385026,Nombre 611,Apellido 611,14/04/1988,H,03/12/2007,ciencias sociales,1,20190.16
1495579,Nombre 612,Apellido 612,26/08/1986,M,02/04/2011,medicina,1,20192
5270478,Nombre 613,Apellido 613,05/04/1977,M,30/12/2015,ingeniería,0,
6347274,Nombre 614,Apellido 614,21/03/1983,H,23/07/2007,humanidades,0,
2868210,Nombre 615,Apellido 615,10/10/2004,H,24/12/2024,ciencias sociales,1,20208.97
4673055,Nombre 616,Apellido 616,15/12/1972,M,16/02/1992,ingeniería,1,20222.38
1677439,Nombre 617,Apellido 617,02/02/1976,H,15/05/2015,ingeniería,1,20222.65
5930037,Nombre 618,Apellido 618,06/08/1988,H,18/11/2019,humanidades,1,20225.04
7630352,Nombre 619,Apellido 619,21/12/1987,H,17/02/2022,ciencias sociales,0,
1929032,Nombre 620,Apellido 620,11/10/1972,M,01/10/2008,medicina,1,20235.53
2692538,Nombre 621,Apellido 621,09/06/2004,M,26/12/2025,humanidades,1,20239.05
3998879,Nombre 622,Apellido 622,12/08/2002,M,15/10/2025,medicina,0,
3906553,Nombre 623,Apellido 623,03/11/1993,H,01/11/2018,ciencias sociales,1,20258.51
4429866,Nombre 624,Apellido 624,12/09/1997,M,27/12/2024,medicina,1,20264.33
5839452,Nombre 625,Apellido 625,31/05/2007,M,30/06/2026,ingeniería,1,20266.29
1248729,Nombre 626,Apellido 626,02/05/1991,M,03/02/2015,ciencias sociales,0,
6951086,Nombre 627,Apellido 627,27/01/1998,M,24/08/2021,medicina,1,20284.23
5553817,Nombre 628,Apellido 628,22/07/2000,M,05/12/2019,humanidades,1,20284.55
2612688,Nombre 629,Apellido 629,01/08/1996,H,25/07/2026,ingeniería,1,20286.05
8769930,Nombre 630,Apellido 630,13/06/1972,H,27/05/2018,humanidades,0,
2560781,Nombre 631,Apellido 631,11/10/1998,M,16/10/2020,humanidades,1,20288.33
1787627,Nombre 632,Apellido 632,08/12/1992,M,15/01/2012,ciencias sociales,1,20343.49
5734125,Nombre 633,Apellido 633,10/10/1987,M,02/06/2009,ingeniería,1,20346.51
1644097,Nombre 634,Apellido 634,06/10/1972,H,10/07/1992,humanidades,1,20432.77
3361591,Nombre 635,Apellido 635,25/12/2005,M,23/03/2025,ciencias sociales,1,20458.87
4697048,Nombre 636,Apellido 636,05/10/2005,M,24/08/2025,ingeniería,1,20464.89
9540148,Nombre 637,Apellido 637,15/09/1995,H,20/05/2020,ciencias sociales,1,20477.15
2479638,Nombre 638,Apellido 638,31/05/1989,M,28/12/2020,medicina,1,20486.2
4763219,Nombre 639,Apellido 639,13/06/2001,M,27/11/2024,ciencias sociales,1,20488.28
6991659,Nombre 640,Apellido 640,24/09/1992,H,23/06/2019,humanidades,1,20505.5
4012605,Nombre 641,Apellido 641,23/03/2003,M,17/10/2022,ingeniería,0,
8181203,Nombre 642,Apellido 642,20/12/1971,M,02/09/2021,ciencias sociales,1,20506.79
1004360,Nombre 643,Apellido 643,18/07/1973,H,17/12/1995,ciencias sociales,0,
3661614,Nombre 644,Apellido 644,27/03/1997,M,21/06/2017,ciencias sociales,1,20518.37
7283480,Nombre 645,Apellido 645,26/05/2000,H,09/07/2026,medicina,1,20526.71
5117454,Nombre 646,Apellido 646,28/08/1984,H,12/03/2026,ciencias sociales,1,20545.07
8328279,Nombre 647,Apellido 647,30/01/1976,M,23/07/2003,humanidades,1,20552.31
4556687,Nombre 648,Apellido 648,29/09/1994,H,21/03/2024,ciencias sociales,1,20555.81
3800034,Nombre 649,Apellido 649,25/01/1984,H,03/02/2016,ciencias sociales,0,
2560018,Nombre 650,Apellido 650,25/07/2006,H,28/07/2026,humanidades,1,20576.8
9701523,Nombre 651,Apellido 651,24/08/1981,H,10/09/2014,humanidades,0,
8945024,Nombre 652,Apellido 652,13/01/1980,H,20/03/2011,medicina,0,
6370988,Nombre 653,Apellido 653,22/01/2003,M,10/11/2025,humanidades,1,20582.76
5007326,Nombre 654,Apellido 654,28/08/1991,H,21/05/2017,ingeniería,1,20619.92
7620357,Nombre 655,Apellido 655,31/05/1989,M,14/11/2009,ciencias sociales,1,20619.98
4011614,Nombre 656,Apellido 656,02/09/1973,H,22/03/2025,ingeniería,1,20620.15
6726102,Nombre 657,Apellido 657,25/12/1983,H,22/04/2025,humanidades,0,
6189340,Nombre 658,Apellido 658,01/02/1989,M,16/10/2013,humanidades,1,20626.83
5673435,Nombre 659,Apellido 659,31/05/2002,M,26/08/2024,humanidades,1,20656.94
7020339,Nombre 660,Apellido 660,24/03/1984,M,23/07/2025,humanidades,1,20661.19
7339521,Nombre 661,Apellido 661,07/11/1989,M,19/07/2023,ingeniería,1,20668.56
1044137,Nombre 662,Apellido 662,14/12/1983,H,08/02/2019,ciencias sociales,1,20669.51
4180990,Nombre 663,Apellido 663,07/12/1977,M,07/10/2023,ciencias sociales,1,20673.89
3411277,Nombre 664,Apellido 664,17/02/1975,M,10/05/2001,ciencias sociales,1,20680.67
1686336,Nombre 665,Apellido 665,30/11/1994,H,25/01/2026,ciencias sociales,1,20687.77
1987334,Nombre 666,Apellido 666,16/07/1998,M,15/03/2025,ingeniería,1,20696.02
7487196,Nombre 667,Apellido 667,31/03/2004,H,23/02/2026,ciencias sociales,1,20696.04
8161976,Nombre 668,Apellido 668,23/08/1990,M,22/03/2017,medicina,0,
9281735,Nombre 669,Apellido 669,05/09/2004,M,05/01/2025,ingeniería,1,20699.46
8686176,Nombre 670,Apellido 670,02/04/1976,H,06/06/2020,medicina,1,20716.68
4291625,Nombre 671,Apellido 671,12/09/1996,H,20/03/2024,ciencias sociales,1,20723.65
2639642,Nombre 672,Apellido 672,28/08/1997,H,30/08/2024,ingeniería,1,20746.86
2323705,Nombre 673,Apellido 673,16/06/1989,M,22/08/2011,humanidades,1,20754.84
2827620,Nombre 674,Apellido 674,23/08/1996,H,27/09/2017,ciencias sociales,1,20770.18
3121283,Nombre 675,Apellido 675,30/11/1977,H,04/07/1997,ciencias sociales,0,
2329470,Nombre 676,Apellido 676,15/08/1979,M,18/12/2025,humanidades,0,
7213538,Nombre 677,Apellido 677,04/03/2000,H,31/07/2021,humanidades,1,20805.19
6110307,Nombre 678,Apellido 678,22/05/1984,M,24/05/2003,ciencias sociales,1,20806.51
1551821,Nombre 679,Apellido 679,15/11/1978,M,03/12/2019,humanidades,1,20806.75
7574056,Nombre 680,Apellido 680,20/04/1996,M,31/07/2016,ciencias sociales,0,
7142692,Nombre 681,Apellido 681,11/02/1974,H,28/01/1994,ingeniería,1,20807.54
6677223,Nombre 682,Apellido 682,07/11/2001,M,14/01/2025,medicina,1,20811.6
1786448,Nombre 683,Apellido 683,26/07/1980,M,14/05/2003,ciencias sociales,0,
7899372,Nombre 684,Apellido 684,31/01/1997,H,16/02/2024,medicina,1,20827.28
5030516,Nombre 685,Apellido 685,11/03/1981,H,20/01/2018,humanidades,1,20838.41
5511085,Nombre 686,Apellido 686,19/12/1994,M,29/08/2025,humanidades,1,20895.61
6886922,Nombre 687,Apellido 687,29/08/1999,M,08/02/2026,medicina,1,20906.73
7368085,Nombre 688,Apellido 688,01/10/1990,H,02/09/2025,ciencias sociales,1,20919.44
4951180,Nombre 689,Apellido 689,12/10/2003,H,18/12/2023,humanidades,1,20920.52
8352496,Nombre 690,Apellido 690,10/10/1993,M,15/12/2018,humanidades,0,
7259851,Nombre 691,Apellido 691,17/11/1998,H,28/01/2022,ciencias sociales,1,20922.01
1597202,Nombre 692,Apellido 692,29/09/1974,M,30/06/2021,humanidades,1,20924.49
9152202,Nombre 693,Apellido 693,10/06/2003,H,15/08/2025,humanidades,1,20953.29
9850302,Nombre 694,Apellido 694,28/05/1991,H,17/04/2024,ingeniería,1,20987.08
1784044,Nombre 695,Apellido 695,17/07/1972,H,25/02/2003,ciencias sociales,0,
6158697,Nombre 696,Apellido 696,22/07/1992,M,05/11/2021,ciencias sociales,0,
8603162,Nombre 697,Apellido 697,16/08/1988,H,25/01/2014,humanidades,1,20994.28
4215418,Nombre 698,Apellido 698,03/11/1978,M,26/07/2004,ingeniería,1,21005.54
5031880,Nombre 699,Apellido 699,15/11/1999,M,25/06/2023,humanidades,1,21022.69
7385703,Nombre 700,Apellido 700,13/02/1996,M,12/10/2020,humanidades,1,21032.01
6611309,Nombre 701,Apellido 701,07/07/1985,H,29/11/2009,ciencias sociales,1,21040.73
3786187,Nombre 702,Apellido 702,15/04/2005,H,24/04/2025,ciencias sociales,1,21042.42
3057848,Nombre 703,Apellido 703,08/07/1994,M,25/10/2013,medicina,0,
7083769,Nombre 704,Apellido 704,17/05/1975,H,03/10/2002,ciencias sociales,1,21061.02
6140988,Nombre 705,Apellido 705,13/05/1975,H,28/12/2015,humanidades,0,
2118535,Nombre 706,Apellido 706,19/06/1981,H,21/06/2012,ciencias sociales,0,
9541346,Nombre 707,Apellido 707,10/10/1980,H,16/01/2009,humanidades,1,21068.11
9535893,Nombre 708,Apellido 708,04/11/1999,H,23/02/2026,ciencias sociales,0,
9253995,Nombre 709,Apellido 709,20/09/1973,H,28/10/2015,humanidades,1,21068.13
2296619,Nombre 710,Apellido 710,22/04/2005,M,24/07/2024,humanidades,1,21080.69
4977999,Nombre 711,Apellido 711,12/07/1988,M,07/03/2016,ciencias sociales,1,21085.59
1319043,Nombre 712,Apellido 712,20/07/1988,M,23/05/2014,ciencias sociales,0,
2023902,Nombre 713,Apellido 713,26/09/1991,M,09/11/2024,ingeniería,1,21090.7
9756909,Nombre 714,Apellido 714,05/03/1983,H,23/05/2008,ciencias sociales,1,21091.57
2414423,Nombre 715,Apellido 715,29/10/2002,H,20/07/2025,ciencias sociales,1,21116.66
7928889,Nombre 716,Apellido 716,18/12/1975,M,26/11/2023,ingeniería,1,21120.01
9862133,Nombre 717,Apellido 717,16/04/2003,M,25/03/2025,humanidades,1,21150.32
5475009,Nombre 718,Apellido 718,02/05/1991,H,13/02/2014,ciencias sociales,1,21150.89
3252272,Nombre 719,Apellido 719,24/01/1983,H,25/09/2005,ciencias sociales,1,21182.36
4535650,Nombre 720,Apellido 720,08/02/1973,M,23/10/2000,ingeniería,1,21203.7
9298453,Nombre 721,Apellido 721,21/07/1991,M,24/11/2014,ciencias sociales,1,21212.07
1087849,Nombre 722,Apellido 722,25/12/1997,M,07/11/2024,medicina,1,21220.91
3352473,Nombre 723,Apellido 723,22/12/2006,H,17/07/2026,humanidades,1,21227.04
5989112,Nombre 724,Apellido 724,20/03/1983,H,06/07/2005,ingeniería,0,
7745258,Nombre 725,Apellido 725,03/10/1971,M,16/04/2022,ciencias sociales,1,21236.21
5725886,Nombre 726,Apellido 726,01/03/1981,H,02/03/2001,ciencias sociales,1,21250.55
3668256,Nombre 727,Apellido 727,01/03/2007,M,13/07/2026,ciencias sociales,0,
3876265,Nombre 728,Apellido 728,06/10/1992,M,24/06/2015,ciencias sociales,1,21277.01
1978329,Nombre 729,Apellido 729,27/01/1972,H,06/05/2007,ciencias sociales,1,21279.11
9228040,Nombre 730,Apellido 730,19/11/1982,M,20/07/2020,ciencias sociales,0,
4098763,Nombre 731,Apellido 731,22/09/1982,M,19/10/2010,humanidades,1,21292.98
4128544,Nombre 732,Apellido 732,28/09/1994,M,05/09/2019,ingeniería,1,21296.07
1403768,Nombre 733,Apellido 733,26/07/1989,M,11/04/2011,ingeniería,1,21297.38
7695810,Nombre 734,Apellido 734,24/09/1982,H,19/03/2012,ciencias sociales,1,21322.11
4996985,Nombre 735,Apellido 735,25/12/2005,M,08/08/2026,humanidades,1,21386.22
3940601,Nombre 736,Apellido 736,26/01/1982,M,06/07/2023,medicina,1,21486.92
9454050,Nombre 737,Apellido 737,12/12/1974,M,18/08/1998,humanidades,1,21535.47
7443134,Nombre 738,Apellido 738,29/06/1986,M,28/12/2022,ciencias sociales,1,21537.5
4993434,Nombre 739,Apellido 739,29/09/1975,M,29/05/2015,ciencias sociales,0,
6278246,Nombre 740,Apellido 740,18/03/1973,H,30/12/2025,medicina,1,21548.03
8804914,Nombre 741,Apellido 741,13/07/1990,M,21/10/2018,ciencias sociales,1,21580.99
2234567,Nombre 742,Apellido 742,07/04/1995,H,21/07/2015,ciencias sociales,1,21592.56
7969075,Nombre 743,Apellido 743,12/07/1972,M,13/02/1992,ingeniería,1,21649.55
1972298,Nombre 744,Apellido 744,05/12/1983,M,27/09/2015,ciencias sociales,0,
8750640,Nombre 745,Apellido 745,21/02/1986,M,07/01/2009,humanidades,1,21656.3
9793066,Nombre 746,Apellido 746,05/11/1986,H,25/01/2026,ciencias sociales,1,21656.46
1816010,Nombre 747,Apellido 747,22/04/1986,H,10/09/2014,ingeniería,1,21659.42
7036077,Nombre 748,Apellido 748,17/09/2002,M,25/05/2024,humanidades,1,21667.33
4427212,Nombre 749,Apellido 749,09/08/1971,M,20/04/2007,ciencias sociales,1,21689.37
9296996,Nombre 750,Apellido 750,03/12/1979,H,27/08/2025,ciencias sociales,1,21711.57
3882420,Nombre 751,Apellido 751,23/09/1981,M,21/02/2002,ciencias sociales,1,21734.66
7024253,Nombre 752,Apellido 752,22/12/1993,H,29/09/2013,ingeniería,0,
6028548,Nombre 753,Apellido 753,18/10/2001,M,24/12/2020,medicina,1,21800.23
9807055,Nombre 754,Apellido 754,16/08/2001,H,23/08/2026,humanidades,1,21828.36
4261429,Nombre 755,Apellido 755,23/04/1990,H,25/09/2015,ciencias sociales,1,21859.05
8654840,Nombre 756,Apellido 756,02/11/1987,H,20/04/2014,ingeniería,1,21875.2
3110027,Nombre 757,Apellido 757,17/07/1977,H,10/08/1996,humanidades,1,21893.61
2913555,Nombre 758,Apellido 758,14/02/1985,H,06/01/2021,ciencias sociales,1,21895.68
9868349,Nombre 759,Apellido 759,30/01/1971,M,12/11/1991,ciencias sociales,0,
4185259,Nombre 760,Apellido 760,15/08/1973,H,12/02/2003,ciencias sociales,1,21928.02
5602299,Nombre 761,Apellido 761,03/03/1988,H,25/03/2014,humanidades,1,21933.77
6518252,Nombre 762,Apellido 762,20/04/1981,M,21/06/2008,ciencias sociales,1,21938.07
3124374,Nombre 763,Apellido 763,01/12/2005,H,06/10/2025,ciencias sociales,1,21971.62
7710227,Nombre 764,Apellido 764,02/07/1981,H,30/07/2007,ciencias sociales,1,21975.85
2496824,Nombre 765,Apellido 765,27/06/1995,H,05/06/2023,medicina,1,21999.03
5159945,Nombre 766,Apellido 766,01/07/1994,H,16/11/2019,ciencias sociales,0,
8480832,Nombre 767,Apellido 767,16/12/1981,H,05/01/2024,humanidades,1,22007.48
2523179,Nombre 768,Apellido 768,06/07/1979,M,13/05/2018,ciencias sociales,1,22014.67
5778842,Nombre 769,Apellido 769,04/02/2006,M,28/03/2026,medicina,1,22019.84
2316819,Nombre 770,Apellido 770,25/07/1979,H,08/04/1999,ingeniería,1,22041.44
1785381,Nombre 771,Apellido 771,18/07/1997,H,13/08/2025,ciencias sociales,1,22089.78
7564794,Nombre 772,Apellido 772,28/08/2002,M,29/09/2021,ciencias sociales,1,22098.93
8446363,Nombre 773,Apellido 773,07/04/1972,M,15/03/2005,humanidades,1,22099.12
3622658,Nombre 774,Apellido 774,08/06/1987,M,16/03/2018,ciencias sociales,0,
8395017,Nombre 775,Apellido 775,14/04/1983,M,26/09/2007,medicina,1,22121.53
3144814,Nombre 776,Apellido 776,24/04/1990,H,22/08/2014,humanidades,1,22138.93
8879234,Nombre 777,Apellido 777,01/07/1979,H,21/02/2005,humanidades,1,22167.51
7933746,Nombre 778,Apellido 778,30/04/1980,H,16/09/2001,ciencias sociales,1,22227.91
4607605,Nombre 779,Apellido 779,24/05/1983,H,04/08/2023,medicina,1,22230.28
3108814,Nombre 780,Apellido 780,24/08/1990,M,17/10/2018,humanidades,0,
6157609,Nombre 781,Apellido 781,01/10/1974,M,04/09/2021,ciencias sociales,1,22232.31
6380557,Nombre 782,Apellido 782,06/12/1992,M,12/05/2019,ciencias sociales,1,22316.18
2316555,Nombre 783,Apellido 783,06/09/1988,M,10/06/2015,humanidades,1,22368.15
7348003,Nombre 784,Apellido 784,20/10/1989,H,01/09/2018,humanidades,0,
8599331,Nombre 785,Apellido 785,09/06/1976,M,21/09/1999,ciencias sociales,0,
7034857,Nombre 786,Apellido 786,26/10/2006,M,03/05/2026,medicina,1,22375.48
8185908,Nombre 787,Apellido 787,09/05/1997,H,06/02/2026,ciencias sociales,0,
2517044,Nombre 788,Apellido 788,22/05/1986,M,15/02/2011,ingeniería,1,22380.15
1826676,Nombre 789,Apellido 789,09/05/2003,M,27/12/2022,humanidades,1,22381.91
4202394,Nombre 790,Apellido 790,25/09/1995,M,29/11/2019,ciencias sociales,1,22452.86
9464512,Nombre 791,Apellido 791,13/02/1990,M,16/10/2019,medicina,1,22473
5545564,Nombre 792,Apellido 792,06/09/1980,M,25/10/2017,ciencias sociales,1,22479.26
8157940,Nombre 793,Apellido 793,08/03/1979,H,16/10/2006,medicina,1,22558.18
2086268,Nombre 794,Apellido 794,25/02/1980,H,18/12/2016,ciencias sociales,1,22595.29
8684485,Nombre 795,Apellido 795,14/11/1988,M,31/10/2008,medicina,1,22608.19
1526010,Nombre 796,Apellido 796,04/07/1985,H,12/07/2024,medicina,1,22629.76
8578241,Nombre 797,Apellido 797,23/10/1983,H,04/04/2010,ciencias sociales,1,22731.1
7527897,Nombre 798,Apellido 798,03/10/1994,M,21/02/2022,ingeniería,0,
5069804,Nombre 799,Apellido 799,20/01/1982,M,21/05/2025,medicina,1,22736.69
1279213,Nombre 800,Apellido 800,11/11/1972,H,19/03/2005,humanidades,1,22745.53
5286707,Nombre 801,Apellido 801,02/09/1977,H,06/09/2016,humanidades,1,22759.25
4902564,Nombre 802,Apellido 802,08/12/1975,M,17/07/2025,ciencias sociales,1,22820.4
3931380,Nombre 803,Apellido 803,12/03/2004,M,02/01/2026,medicina,1,22851.79
8255434,Nombre 804,Apellido 804,21/09/1989,M,14/12/2023,medicina,1,22887.28
2995312,Nombre 805,Apellido 805,21/11/1988,H,22/08/2012,medicina,1,22968.1
4302889,Nombre 806,Apellido 806,11/06/1996,M,14/04/2022,ingeniería,0,
8675221,Nombre 807,Apellido 807,08/04/1986,M,11/08/2022,humanidades,1,23010.95
3023773,Nombre 808,Apellido 808,22/04/1995,M,07/06/2019,ingeniería,0,
9114942,Nombre 809,Apellido 809,22/04/1982,M,18/08/2006,medicina,1,23021.68
9092469,Nombre 810,Apellido 810,21/11/1971,M,06/06/2023,ciencias sociales,1,23021.9
5397738,Nombre 811,Apellido 811,04/10/1986,M,04/12/2010,ciencias sociales,1,23024.45
3981272,Nombre 812,Apellido 812,07/08/1988,H,22/04/2024,medicina,1,23069.7
2933907,Nombre 813,Apellido 813,28/04/1988,H,21/06/2010,ciencias sociales,0,
7475197,Nombre 814,Apellido 814,28/05/1999,H,24/12/2019,medicina,1,23101.83
2949177,Nombre 815,Apellido 815,04/08/1973,M,22/08/1992,humanidades,1,23139.35
1023435,Nombre 816,Apellido 816,19/08/1974,M,16/10/1996,ciencias sociales,1,23146.99
2921365,Nombre 817,Apellido 817,31/03/2001,M,29/08/2023,humanidades,1,23252.3
1423775,Nombre 818,Apellido 818,12/01/1971,M,17/11/2003,humanidades,0,
2597000,Nombre 819,Apellido 819,03/07/1999,M,02/12/2022,ciencias sociales,1,23339.93
3093669,Nombre 820,Apellido 820,21/01/1997,H,03/07/2021,humanidades,0,
7113855,Nombre 821,Apellido 821,26/05/1979,H,24/04/2017,humanidades,1,23399.51
7716941,Nombre 822,Apellido 822,09/02/1981,M,15/08/2018,humanidades,1,23580.06
3159523,Nombre 823,Apellido 823,22/10/1997,M,30/06/2021,humanidades,1,23786.37
3399528,Nombre 824,Apellido 824,23/11/1995,H,29/04/2024,medicina,1,24000
1171345,Nombre 825,Apellido 825,25/06/1986,H,05/12/2005,humanidades,1,24000
5519386,Nombre 826,Apellido 826,08/09/1980,H,13/03/2006,ciencias sociales,1,24001
5966701,Nombre 827,Apellido 827,01/07/1998,M,07/06/2026,ciencias sociales,1,24001
2123439,Nombre 828,Apellido 828,06/09/1994,M,05/12/2025,humanidades,0,
3865724,Nombre 829,Apellido 829,12/02/1979,H,27/04/1998,humanidades,1,24001
1491777,Nombre 830,Apellido 830,03/12/1973,H,08/04/2010,ciencias sociales,0,
7062222,Nombre 831,Apellido 831,13/01/1978,H,25/08/2018,ciencias sociales,0,
8791747,Nombre 832,Apellido 832,22/11/2003,H,22/10/2026,ciencias sociales,1,24001
7731491,Nombre 833,Apellido 833,10/04/2006,H,21/09/2026,ciencias sociales,1,24001
8530498,Nombre 834,Apellido 834,19/02/1970,M,28/03/2008,humanidades,1,24001
8313038,Nombre 835,Apellido 835,08/09/1993,M,06/04/2018,humanidades,1,24001
1463972,Nombre 836,Apellido 836,22/07/1975,H,27/06/1999,ciencias sociales,1,24001
9538933,Nombre 837,Apellido 837,06/11/1978,M,06/08/2011,ingeniería,1,24001
8711443,Nombre 838,Apellido 838,20/05/2005,H,18/12/2025,humanidades,1,24001
6571221,Nombre 839,Apellido 839,20/03/1982,H,24/05/2007,ingeniería,1,24001
7782233,Nombre 840,Apellido 840,27/03/2001,H,04/03/2025,humanidades,1,24001
2190487,Nombre 841,Apellido 841,02/03/1998,H,10/09/2019,medicina,1,24001
3712077,Nombre 842,Apellido 842,12/09/1991,H,08/11/2015,humanidades,1,24001
4761281,Nombre 843,Apellido 843,19/12/2003,H,18/04/2026,ingeniería,1,24001
9999067,Nombre 844,Apellido 844,02/03/1971,M,06/07/1993,ciencias sociales,1,24001
4513997,Nombre 845,Apellido 845,18/07/1976,H,26/09/2006,humanidades,1,24001
9742177,Nombre 846,Apellido 846,04/06/1999,M,26/04/2022,humanidades,1,24001
4802338,Nombre 847,Apellido 847,20/01/1980,H,24/10/2012,medicina,0,
5554305,Nombre 848,Apellido 848,14/01/1971,H,04/01/2006,humanidades,1,24001
8979090,Nombre 849,Apellido 849,19/09/1977,H,13/06/2008,ciencias sociales,1,24001
3354624,Nombre 850,Apellido 850,13/09/1982,M,30/10/2025,humanidades,1,24001
4762424,Nombre 851,Apellido 851,11/10/1973,H,27/12/2018,ciencias sociales,0,
4981641,Nombre 852,Apellido 852,30/11/1997,M,10/03/2026,ciencias sociales,1,24001
6411592,Nombre 853,Apellido 853,05/03/1974,H,04/11/2022,humanidades,1,24001
2274818,Nombre 854,Apellido 854,29/01/1986,M,30/05/2021,ciencias sociales,0,
8159454,Nombre 855,Apellido 855,12/06/2004,M,11/07/2025,ciencias sociales,0,
7525169,Nombre 856,Apellido 856,16/09/1973,M,14/07/2005,ciencias sociales,1,24001
5568308,Nombre 857,Apellido 857,17/11/1974,H,16/11/2005,humanidades,1,24001
1935718,Nombre 858,Apellido 858,14/07/1998,M,16/06/2022,humanidades,1,24001
6793843,Nombre 859,Apellido 859,30/06/1990,H,01/06/2019,ciencias sociales,1,24001
6432890,Nombre 860,Apellido 860,27/01/2004,H,21/04/2024,medicina,1,24001
8416001,Nombre 861,Apellido 861,23/11/1998,M,03/06/2022,medicina,1,24001
6332715,Nombre 862,Apellido 862,31/01/1996,H,27/05/2019,ingeniería,1,24001
4400160,Nombre 863,Apellido 863,12/12/1998,H,30/04/2023,humanidades,1,24001
7483456,Nombre 864,Apellido 864,08/09/1992,M,17/02/2013,ciencias sociales,1,24001
7929365,Nombre 865,Apellido 865,25/07/1971,M,08/09/2020,medicina,0,
3839354,Nombre 866,Apellido 866,02/06/1980,H,24/01/2023,humanidades,1,24001
8671027,Nombre 867,Apellido 867,16/12/2000,H,01/03/2025,ciencias sociales,1,24001
9768540,Nombre 868,Apellido 868,09/11/1991,H,27/10/2015,ingeniería,1,24001
3715208,Nombre 869,Apellido 869,15/11/1983,H,03/05/2006,medicina,1,24001
7441764,Nombre 870,Apellido 870,06/03/1999,M,25/03/2020,humanidades,1,24001
5379704,Nombre 871,Apellido 871,29/06/1992,M,14/01/2015,medicina,1,24001
7205630,Nombre 872,Apellido 872,22/10/1998,M,23/12/2025,ingeniería,1,24001
2892797,Nombre 873,Apellido 873,29/03/1992,H,18/03/2016,humanidades,1,24001
2567322,Nombre 874,Apellido 874,03/09/1974,M,25/09/1997,humanidades,1,24001
1286204,Nombre 875,Apellido 875,02/11/2005,H,04/10/2026,humanidades,1,24001
5072591,Nombre 876,Apellido 876,26/09/1993,H,30/12/2017,humanidades,1,24001
1119429,Nombre 877,Apellido 877,18/07/2001,H,30/11/2021,humanidades,1,24001
1394417,Nombre 878,Apellido 878,28/05/2000,H,26/04/2024,ciencias sociales,1,24001
1913125,Nombre 879,Apellido 879,23/11/1993,M,09/04/2019,humanidades,0,
6644628,Nombre 880,Apellido 880,20/03/1999,M,30/01/2024,ciencias sociales,1,24001
7701635,Nombre 881,Apellido 881,24/05/1974,M,13/05/2011,humanidades,1,24001
2548459,Nombre 882,Apellido 882,01/10/1991,M,26/03/2013,humanidades,0,
7107720,Nombre 883,Apellido 883,18/03/1973,H,21/05/2015,ingeniería,1,24001
2004720,Nombre 884,Apellido 884,13/07/1979,M,28/10/2025,ciencias sociales,0,
9325160,Nombre 885,Apellido 885,08/10/2005,M,09/05/2025,ciencias sociales,1,24001
4336666,Nombre 886,Apellido 886,22/06/1989,H,19/02/2016,humanidades,1,24001
8001694,Nombre 887,Apellido 887,28/12/1980,M,23/06/2016,medicina,1,24001
3891462,Nombre 888,Apellido 888,18/12/1998,M,04/07/2023,humanidades,1,24001
6773163,Nombre 889,Apellido 889,06/09/2000,H,11/04/2020,medicina,1,24001
6787283,Nombre 890,Apellido 890,21/09/1986,M,20/12/2024,ciencias sociales,1,24001
9190924,Nombre 891,Apellido 891,17/02/1997,M,03/07/2025,humanidades,0,
1887949,Nombre 892,Apellido 892,03/04/1974,M,10/11/2025,medicina,1,24001
3669717,Nombre 893,Apellido 893,19/07/1976,M,26/01/1999,ingeniería,1,24001
2243559,Nombre 894,Apellido 894,13/03/1987,H,23/10/2021,humanidades,1,24001
1166914,Nombre 895,Apellido 895,30/10/2006,M,21/11/2025,humanidades,1,24001
4113684,Nombre 896,Apellido 896,28/09/1998,H,16/01/2026,humanidades,1,24001
7902682,Nombre 897,Apellido 897,21/04/1989,M,25/03/2017,ciencias sociales,0,
3592857,Nombre 898,Apellido 898,26/06/1996,M,21/09/2017,ciencias sociales,0,
5160405,Nombre 899,Apellido 899,12/08/1972,H,20/10/2000,medicina,1,24001
8095362,Nombre 900,Apellido 900,10/12/1975,M,30/08/2012,ciencias sociales,1,24001
6219277,Nombre 901,Apellido 901,15/11/1987,M,30/08/2013,ciencias sociales,1,24001
2316629,Nombre 902,Apellido 902,16/05/1980,H,05/04/2002,humanidades,1,24001
5049725,Nombre 903,Apellido 903,27/04/1986,H,25/01/2007,ciencias sociales,0,
7219668,Nombre 904,Apellido 904,28/08/1987,M,05/08/2018,ciencias sociales,0,
7091193,Nombre 905,Apellido 905,20/09/1998,M,24/03/2018,medicina,0,
6774069,Nombre 906,Apellido 906,15/12/1976,M,25/12/2005,ingeniería,0,
